author,party,date,text,topic_tags,sentiment_tags
גדעון סער,הליכוד,"11 ביולי 2018, 16:18",['להשלים את חקיקת חוק ה לאום עכשיו'],[3],[1]
יאיר לפיד,כחול לבן,"11 ביולי 2018, 10:44","['אין ל אני ספק ש זבוטינסקי היה חותם ב שמחה על חוק ה לאום ש אנחנו שמנו לא מזמן בפני הכנסת', 'אין ל אני ספק ש זבוטינסקי לעולם לא היה חותם על חוק ה לאום ש הניחה לאחרונה ה קואליציה', 'אני יודע זאת', 'כי הוא אמר זאת', 'ה לשון ה עברית ו ה לשון ה ערבית תהיינה שוות ב זכויותיהן ו ב ה תוקפן ה חוקי', 'ה משפט ה זה הוא לא משפט פילוסופי', 'הוא משפט מעשי', 'דברים ש נשאתי היום ב מליאת הכנסת', 'ל ציון יום זאב זבוטינסקי זל']","[3, 3, 0, 0, 0, 0, 0, 0, 0]","[1, -1, 2, 2, 2, 2, 2, 2, 2]"
חמד עמאר,ישראל ביתנו,"2 במאי 2018, 07:48","['להלן ה רשימה ה סופית ו ה מעודכנת של ה הצבעה על חוק ה לאום', 'ל כל מי ש פקפק ל ה רגע או ניסה לנצל את ה הזדמנות להפיץ דברי ה בל זו ה תשובה']","[3, 0]","[0, 2]"
חמד עמאר,ישראל ביתנו,"1 במאי 2018, 11:12",['רגע ה הצבעה על חוק ה לאום ש ב מהלכו יור הכנסת מודיע ש הצבעתי נגד ה חוק'],[3],[-1]
יעל גרמן,כחול לבן,"1 במאי 2018, 11:09","['ב ה זמן ש ישנתם', 'בגין והרצל כבר לא ציוניים לפי ה שר לוין ו חבריו ל ממשלת ה צללים', 'אנחנו ב ה דרך ל ה שלטון יחיד', 'ה ממשלה ה זו איבדה פרופרוציה ו היא שיכורה מ כוח', 'זאת ה משמעות של חקיקת חוק ה לאום', 'ה משפט ה עברי ו ה חוק לפי הוא אדם אחד יכול להכריז על יציאה ל ה מלחמה כולם עברו אתמול ב ה אישון לילה']","[0, 0, 0, 0, 3, 3]","[2, 2, 2, 2, 0, 0]"
בנימין נתניהו,הליכוד,"1 במאי 2018, 05:24","['אישרנו ה לילה ב כנסת ב קריאה ראשונה את חוק ה לאום ש מעגן ב חוק יסוד את מעמדה של ישראל כ מדינת ה לאום של ה עם ה יהודי', 'זה הישג חשוב ל ה ליכוד ו הישג חשוב ל ה מדינה', 'הגדרתי את הוא מראש כ אחד ה חוקים ה חשובים ביותר ש הכנסת יכולה ל ה חוקק', 'ה בטחנו ו קיימנו', 'אני מודה ל ה שר יריב לוין על הובלת ה חוק', 'ליור ה קואליציה דודי אמסלם ש סייע ב ידו', 'ל חברי הכנסת אבי דיכטר ו אמיר אוחנה ו ל כל ה שותפים ל ה מהלך חשוב זה']","[3, 3, 3, 0, 3, 0, 3]","[1, 1, 1, 2, 1, 2, 1]"
יעל גרמן,כחול לבן,"30 באפריל 2018, 15:40","['ידע כל אזרח ישראלי ש שווה ב חובותיו אבל לא ב זכויותיו', 'ב מדינת ישראל ה דמוקרטית', 'ב שנת 2018 רוצים לעגן את ה אפליה ב ה חוק', 'פתיחת מושב ה קיץ היום מעיד על המשכו', 'דיונים חשוכים של ממשלה ש ה מילה שיוויון כבר מזמן הפכה ב היא ל ה גנאי', 'ו זה רק קצה ה קרחון חוק ה לאום', 'ה משפט ה עברי ו עוד ו עוד לפני אנחנו', 'מתוך ה דיון היום על חוק ה פונדקאות']","[0, 0, 3, 0, 0, 3, 0, 0]","[2, 2, -1, 2, 2, -1, 2, 2]"
יואל רזבוזוב,כחול לבן,"30 באפריל 2018, 14:24","['חוק ה לאום של ה ממשלה מגדיר ב ה חוק יסוד', 'מי הוא אזרח סוג ב']","[3, 3]","[0, -1]"
איימן עודה,"חד""ש-תע""ל","27 במרץ 2018, 18:17","['עכשיו בירכא ה אהובה', 'לרגל יום ה אדמה', 'גיוס ה חובה ה מוטל על ה אזרחים ה ערבים ה דרוזים', 'חשף את ה שקר של זכויות מול חובות במשך עשרות שנים', 'ה אדמות של כולנו הופקעו', 'וכולנו סבלנו מ אי בנית ישוב ערבי אחד מול בנית 700 ישובים חדשים ל ה יהודים', 'ו גם עכשיו ש ממשלת נתניהו רוצה לקדם את חוק ה לאום', 'היא עושה זאת נגד כולנו']","[0, 0, 0, 0, 0, 0, 3, 3]","[2, 2, 2, 2, 2, 2, 0, -1]"
רועי פולקמן,כולנו,"18 במרץ 2018, 17:49","['כש זנדברג ו סמוטריץ יוצאים נגד כנראה ש אנחנו עושים משהו נכון', 'חוק ה לאום הוא חוק חשוב', 'עוד צעד ב כינון ה חוקה ה ישראלית ה עיסוק ב הוא מבטא מתחים גדולים ב ה חברה ה מגוונת ש ל אנחנו', 'רוב ה מחוקקים בורחים מ לקבל החלטות ב נושאים שנויים ב מחלוקת ש ה השפעה של הם תתבטא ב ה עתיד', 'אנחנו בחרנו להתמודד', 'כש לא מתמודדים עם הכרעות ב נושאים חשובים ב כ נסת', 'הם מגיעים ל הכרעת בגץ', 'ו זה לא בריא', 'לא ל ה בגץ ו לא ל ה כנסת', 'התחלנו עם נוסח בעייתי ש ה באג ה גדול ביותר של הוא היה ב ה יוזמה לבטל את חוק כבוד ה אדם ו חירותו ב ה דלת ה אחורית', 'להגדיר את יהדותה של ה מדינה כ גוברת על ה ערכים ה דמוקרטים של זכויות פרט', 'ל ה דרישתנו ו ב גיבוי ה יועץ ה ממשלתי ל ה ממשלה', 'סיימנו עם נוסח שמסיר את רכיב ה עלינות של חוק ה לאום על חוקי ה זכויות ו ה ערכים ה יהודיים ו ה דמוקרטיים הופכים ש ווי מעמד ב ראיה של כלל חוקי ה יסוד', 'ה חוק לא מושלם יש ב הוא סעיפים בעייתיים ש ודרשים שיפור', 'אבל הוא גם לא גמור', 'הוא עבר ב קריאה ראשונה ו יש עוד עבודה ל קריאה שניה ו שלישית', 'קל ל ה היות ב ה אופוזיציה', 'כל מה ש צריך להגיד זה לא', 'אחד ה אתגרים ב ה ישיבה ב ה קואליציה הוא מורכבות ה וויכוח ה פוליטי ו ה ציבורי ב מדינת ישראל', 'ש יש ב היא ערכים שמרניים ו ליברלים', 'מסורתיים ו חילונים', 'התקדמנו כברת דרך', 'כדאי לעצור רגע ו לברך על זה', 'אמיר אוחנה אבי דיכטר יריב לוין']","[0, 3, 3, 0, 0, 0, 0, 0, 0, 3, 3, 0, 3, 3, 3, 3, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 1, 1, 2, 2, 2, 2, 2, 2, -1, -1, 2, 1, -1, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2]"
איימן עודה,"חד""ש-תע""ל","14 במרץ 2018, 23:35","['ה שעה עכשיו 01', '30 לפנות בוקר', 'יש ל אני הרגשה טובה ש היא בגדר שמחת עניים', 'ה מושב ה זה מסתיים ו ה רשימה ה משותפת הצליחה למנוע את העברת חוק ה לאום ו חוק ה מואזין', 'ל ה צד ה צלחה ב העברת מספר חוקים', 'אין ספק ש אנחנו מתמודדים מול ה ממשלה ה ימנית ו ה גזענית ביותר', 'אך אנחנו עושים כל מאמץ כן בשביל להדוף את היא', 'ו לבטא את עמדות ה ציבור ש לנו ב ה כבוד']","[0, 0, 0, 3, 0, 2, 2, 0]","[2, 2, 2, -1, 2, -1, -1, 2]"
יריב לוין,הליכוד,"17 בדצמבר 2017, 16:16","['חוק ה לאום יאושר ב ה קריאה ה ראשונה ב ה נוסח כפי ש סוכם בין ראשי מפלגות ה קואליציה', 'ו ב ה מתכונת ה תואמת את ה עקרונות כפי ש נקבעו ב ה הצעה ה מקורית של חכ דיכטר', 'רק לאחר מ כן', 'ניתן יהיה לעשות ב הוא שינויים כ כל שיהיו מקובלים על כל ראשי ה מפלגות ו בראש ו בראשונה על ידי ראש ה ממשלה', 'ה מוביל את ה חוק ב אופן אישי', 'חוק ה לאום הוא מ ה חוקים ה חשובים ביותר ב ה הם עסקה הכנסת אי פעם ו ב כוונתנו להביאו ל ה הצבעה כבר ב מושב הכנסת ה קרוב']","[3, 3, 0, 0, 0, 3]","[0, 0, 2, 2, 2, 1]"
בנימין נתניהו,הליכוד,"6 בדצמבר 2017, 10:06","['נוסע כעת ל כ נסת', 'שם אקיים ישיבה ל קידום חוק ה לאום', 'הצטרפו אל אני ל עדכון קצר']","[0, 3, 0]","[2, 1, 2]"
חמד עמאר,ישראל ביתנו,"13 בנובמבר 2017, 08:40","['כתבה מ וואלה', 'פרסום ראשון', 'דרישות ישראל ביתנו ל ה תמיכה ב חוק ה לאום', 'חוק ה לאום ב מתכונתו ה נוכחית תהפוך את מדינת ישראל ל מדינת ה לכה ו בעיקר תפגע ב ה דרוזים ב ה ישראל', 'דרישתנו ה עיקרית היא להוסיף ניסוח חדש ה לקוח מ מגילת ה עצמאות לפי הוא תהא מושתת על יסודות ה חירות', 'ה צדק ו ה שלום ו תקיים שיוויון זכויות ל כל אזרחיה', 'אני ו כל סיעת ישראל ביתנו ב הנהגת שר ה ביטחון חכ אביגדור ליברמן לא נתמוך ב ה חוק ה לאום ב מתכונתו ה נוכחית כל עוד לא יחול ה שינוי ה דרוש']","[0, 0, 3, 3, 3, 0, 3]","[2, 2, 0, -1, -1, 2, -1]"
חמד עמאר,ישראל ביתנו,"30 באוקטובר 2017, 14:48","['ערב טוב', 'שר ה ביטחון ו יור מפלגת ישראל ביתנו חכ אביגדור ליברמן הצהיר היום ו ב אופן חד ו ברור ש חוק ה לאום הינו חוק קשה ו בעייתי', 'ו במיוחד ה בעיה ב ה ניסוח של הוא גם לגבי אוכלוסיה ש אינה יהודית אך נושאת ב כל ה חובות כמו אחינו ה דרוזים', 'אני כפי ש התנגדתי ב ה עבר ו אמשיך להתנגד ל חוק ה לאום ב ה דעה ש ה חוק ה זה לא יעבור ב מתכונתו ה נוכחית כל עוד לא נותן מענה הולם ל בני ה עדה ה דרוזית ב ישראל', 'הצעתנו כ מפלגת ישראל ביתנו לאמץ את מגילת ה עצמאות כ חוק יסוד', 'זה ה פתרון ה הולם ביותר ל מדינת ישראל', 'חמד עמאר', 'כתבה מ וואלה', 'ליברמן על חוק ה לאום', 'מנסים להפוך את ישראל ל מדינת ה לכה']","[0, 3, 3, 3, 0, 0, 0, 0, 3, 0]","[2, -1, -1, -1, 2, 2, 2, 2, 0, 2]"
איימן עודה,"חד""ש-תע""ל","14 באוקטובר 2017, 20:00","['לאחר ראיון ממושך ל ה עיתון ה צרפתי אקספרס ב נושא ה אזרחים ה ערבים ב ה ישראל', 'השתתפתי ב ה כנס חשוב על הצהרת בלפור', 'התמקדתי ב ה דמיון בין הצהרת בלפור ו חוק ה לאום ש נתניהו פועל ל חקיקתו ב ה מושב ה קרוב של הכנסת', 'הצהרת ב לפור', 'ראתה ב ה יהודים עם ש ראוי ל מדינת לאום אך את אנחנו הגדירה הצהרת בלפור כלא יהודים ש ראויים רק ל זכויות אזרחיות ו דתיות', 'מ מול חוק ה לאום', 'ש אמור להוות חוק יסוד ו אף על פי ה נוסח ה עכשווי בעל תוקף מיוחד מעל ל חוקי יסוד אחרים אין ב הוא אפילו איזכור ל זכויות אזרחיות ו דתיות ללא יהודים', 'אל מול הצעת נתניהו ש מכחישה את זכויות עמנו אנו מציעים פתרון צודק ו שוויוני ל שני ה עמים', 'עמנו נאבק במשך מאה שנה', 'מאבק ש ידע הצלחות ו כשלונות ו אנו ממשיכים להאבק תוך למידת נסיון ה עבר עד ש נצליח', 'הרגשתי סיפוק רב מ ה חום ו ה תמיכה ש קיבלתי מ ה ציבור', 'אנחנו חייבים להמשיך ב ה התמדה לדבוק ב ה עקרונות ש לנו ל קידום פתרון ה בנוי על צדק אל מול גישת נתניהו ש שייכת ל לפני מאה שנה ל מנטליות של הצהרת בלפור']","[0, 0, 3, 0, 0, 3, 3, 3, 0, 0, 0, 2]","[2, 2, 0, 2, 2, 0, -1, -1, 2, 2, 2, -1]"
רועי פולקמן,כולנו,"2 באוקטובר 2017, 07:17","['מדינת ישראל היא מדינת ה לאום של ה עם ה יהודי', 'כך היה כך גם יהיה', 'אפשר לדון על ניסוחים כ ה אלה ו אחרים ב המשך חוק ה לאום', 'ישראל היא מדינה מאוד מורכבת', 'אבל למה להכניס ל ה דיון על חוק מ ה סוג ה זה אולטימטומים ו איומים', 'חייבים ה סכמה של מה ש יותר ציבורים על חוק כ ה זה', 'הנה ה נוסח ה חדש ש הצעתי ל חברי ה וועדה']","[0, 0, 3, 0, 3, 3, 0]","[2, 2, 0, 2, 0, 0, 2]"
איימן עודה,"חד""ש-תע""ל","1 בספטמבר 2017, 11:30","['ראש עיריית לוד', 'יאיר רביבו', 'התפרץ ל תפילת ה חג כדי למנוע מ ה מתפללים לקיים את מצוות ה חג ו להתפלל', 'אלו הן ה השלכות ה ישירות של ממשלת נתניהו', 'ממשלה ש רודפת את קולות ה מואזין', 'ש מנסה ל חוקק את חוק ה לאום ו ממשיכה להסית נגד ה אזרחים ה ערבים יותר מ כל ממשלה אחרת', 'תגובתנו היא ב אחדות לאומית עיקשת ב ציון כל ה ארועים ה לאומיים ו ה דתיים ש לנו', 'אנו בני ה מולדת', 'ו ה עיר לוד היא חלק מאת אנחנו', 'קולות ה מואזין ש ממלאים את מולדתנו ב חגים ב כל כפר ו עיר ימשיכו ו רביבו ו נתניהו יכולים להמשיך להכות את ראשם ב ה קיר', 'אני מצדיע ל תושבי לוד ש המשיכו ב תפילת ה חג']","[0, 0, 0, 2, 2, 3, 0, 0, 0, 0, 0]","[2, 2, 2, -1, -1, -1, 2, 2, 2, 2, 2]"
רויטל סויד,העבודה,"26 ביולי 2017, 15:18","['מדינת ישראל תקיים שוויון זכויות חברתי ו מדיני גמור ל כל אזרחיה בלי ה בדל דת', 'גזע ו מין', 'מגילת ה עצמאות', 'זהותה ה ערכית של מדינת ישראל הוטבע ו הוכרע כבר אז', 'ב עת ה חתימה על מגילת ה עצמאות', 'ב ה רגע ה זה', 'ב ה מקום ב הוא הוכר ו הוכרז על ה בית ה לאומי ש ל אנחנו', 'של ה עם ה יהודי', 'ב את היא נשימה', 'נקבע גם אופיה של מדינת ישראל', 'יהודית ו יחד עם זאת מתייחסת ב ה שוויון ב כל אזרחיה', 'היום התקיים דיון ראשון ב ה וועדה ה מיוחדת', 'ב היא אני חברה', 'ש תדון ב ה חוק יסוד', 'חוק ה לאום', 'מילה אחת חסרה ב הצעת ה חוק', 'מילה אחת ש אומרת ה כל שוויון', 'מדינת ישראל היא מדינה יהודית ו דמוקרטית', 'ו שני ה ערכים חשובים ב ה אותה ה מידה', 'למה הוקמה ו עדה מיוחדת', 'את קולו של מי רצו להשתיק', 'איזו מילה אחת חסרה ב ה חוק', 'אם אנחנו מצהירים', 'ו אף גאים ש מדינת ישראל היא מדינת ה לאום של ה עם ה יהודי', 'אנחנו מתנגדים ל ה חוק ב נוסחו ה זה', 'נאום ש יוצא מ ה לב היום ב ה מליאה']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 3, 3, 0, 0, 0, 0, 3, 0, 0, 3, 0]","[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 2, 2, 2, 0, 2, 2, -1, 2]"
יריב לוין,הליכוד,"26 ביולי 2017, 08:30","['אבי גבאי ו יאיר לפיד זוהי שעת ה מבחן של אתם', 'הצעת חוק ה לאום היא הצעת חוק ש כל מפלגה ציונית צריכה לתמוך ב היא', 'היא מבטאת את ה יסודות ה עמוקים ביותר של ה ציונות ו את ה יסודות ש על בסיסם נבנתה מדינת ישראל', 'יש כאן מבחן אישי גדול מאוד ל כל חבר כ נסת', 'אבל יש כאן מבחן אישי משמעותי גם ל אתם', 'ב ה התייחסותכם ל הצעת ה חוק תיבחנו ב ה מעשים ו לא ב ה דיבורים', 'הרשו ל אני להרגיע את אתם ה חוק לא בא לקבוע דבר חדש', 'ה חוק אומר את ה מובן מ אל הוא', 'מדינת ישראל היא מדינת ה לאום של ה עם ה יהודי', 'אנחנו מצפים', 'ו ה ציבור מצפה ש תתמכו ב ה חוק ו תוכיחו את ה מחויבות של אתם ל ה ערכים ש ב שמם אתם מרבים לדבר מעל כל במה', 'פלאש 90']","[0, 3, 3, 0, 0, 3, 3, 3, 3, 0, 3, 0]","[2, 1, 1, 2, 2, 0, 1, 1, 0, 2, 1, 2]"
יריב לוין,הליכוד,"12 ביולי 2017, 09:46","['ה ניסיון לעכב את חקיקת חוק ה לאום ב טענות משפטיות כביכול הוא מקומם ו בלתי ראוי', 'התקיים דיון ציבורי ארוך ב ה נושא מ אז העברת ה חוק ב ה קריאה ה טרומית ו אין מניעה מ לקיים דיונים ב ה וועדה ב ה שבועיים ה קרובים ו להעבירו ב ה קריאה ראשונה', 'עוד ב ה מושב ה נוכחי', 'ה נסיונות של מערכת ה משפט לבלום את השבת ישראל ל מסלול יהודי ו ציוני יותר', 'לא יצליחו']","[3, 3, 0, 0, 0]","[1, 1, 2, 2, 2]"
שולי מועלם-רפאלי,איחוד מפלגות הימין,"22 ביוני 2017, 18:48","['חוק ה לאום', 'חוק ה הסדרה', 'חוק ה עמותות זוכים ל השוואה ל ה גרמניה ה נאצית על ידי הרצה את היא ב ה אוניברסיטה ה עברית ש מגבה את הוא', 'זה גם את הוא אחד ש כינה את שרת ה משפטים איילת שקד טינופת נאו נאצית', 'ל ה מישהו יש עוד ספק למה ה אקדמיה הביאה על עצמה את ה צורך ב ה קוד ה אתי']","[3, 0, 0, 0, 0]","[0, 2, 2, 2, 2]"
יאיר לפיד,כחול לבן,"6 ביוני 2017, 06:43","['ה נחנו על שולחן הכנסת את חוק ה לאום ב ה נוסח של חכ בני בגין מ ה ליכוד', 'כל חברי ה כנסת של יש עתיד חתומים על ה חוק', 'מדינת ישראל זקוקה ל חוק לאום ב רוח מגילת ה עצמאות ש יגדיר את ישראל כ מדינת ה עם ה יהודי', 'אני קורא ל ה ממשלה לתמוך ב ה חוק', 'בואו נעשה את זה יחד', 'קואליציה ו אופוזיציה', 'בואו נשדר ל ה עולם כולו מסר מהדהד של עוצמה ו אחדות']","[3, 3, 3, 3, 0, 0, 0]","[1, 1, 1, 1, 2, 2, 2]"
בנימין נתניהו,הליכוד,"10 במאי 2017, 17:19","['העברנו היום את חוק ה לאום ב קריאה טרומית ו נגיש את הוא בקרוב כ הצעת חוק ממשלתית', 'אני מצר על כך ש מפלגות ה שמאל ב הובלת יש עתיד ו ה מחנה ה ציוני הצביעו נגד ה חוק', 'מה יש ל לפיד ו הרצוג נגד חוק יסוד ש מעגן חוקית את מעמדה של ישראל כ מדינה יהודית ו דמוקרטית', 'הם מתנגדים ל הגדרת ה תקווה כ ה המנון ה לאומי', 'הם מתנגדים ל ה דגל ה כחול ל ה בן', 'הם שוללים את היותה של ישראל ה בית ה לאומי של ה עם ה יהודי', 'אני מצפה מ כל ה מפלגות ה ציוניות לשים את ה פוליטיקה ה קטנה ב ה צד ו להתגייס ל טובת ה חוק', 'חוק ה לאום הוא תשובה מוחצת ל כל מי ש מכחישים את ה קשר ה עמוק בין עמנו ל ארצנו']","[3, 3, 3, 0, 0, 0, 3, 3]","[1, 1, 1, 2, 2, 2, 1, 1]"
זאב אלקין,הליכוד,"10 במאי 2017, 12:27","['חוק ה לאום ש יזמתי יחד עם חכ אבי דיכטר עבר ב קריאה טרומית', 'מה ש הקפיץ את ה צעקות ו את ה צרחות ב ספסלי ה רשימה ה משותפת זו רק אמירה אחת מ מה ש הקראתי', 'מדינת ישראל היא ה בית ה לאומי ל ה עם ה יהודי עם זה הם לא מסכימים', 'אבל כש ה מחנה ה ציוני ו יש עתיד מצביעים נגד הגדרת ישראל כ בית ה לאומי ל ה עם ה יהודי', 'ה אם נשאר שם משהו ציוני', 'צפו ו שתפו']","[3, 3, 0, 0, 0, 0]","[1, 0, 2, 2, 2, 2]"
שולי מועלם-רפאלי,איחוד מפלגות הימין,"10 במאי 2017, 12:03","['חוק ה לאום ש הייתי מיוזמיו הוא צעד נוסף ו חשוב ב ה דרך ל מימוש ה הגדרה ה עצמית ו ה לאומית של ה עם ה יהודי ב מדינת ישראל', 'ישראל חייבת לבצר את זהותה', 'את מעמדה ו סמליה בפרט לנוכח קריאות ה תיגר כלפי היא הן מ ה עולם ו הן מ תוך משכן הכנסת', 'אמשיך לקדם ו להגן על מעמדה של ישראל כ מדינתה של ה עם ה יהודי', 'ה חוק ה זה היה אמור להיות כבר מ מזמן ב ספר ה חוקים של מדינת ישראל']","[3, 3, 3, 0, 3]","[1, 1, 1, 2, 1]"
יריב לוין,הליכוד,"8 במאי 2017, 12:49","['כל ה תורה ב ה שני ציוצים', 'שלילת ה קשר של ה עם ה יהודי ל ארצו', 'איום על ה ביטחון', 'עיוות ה היסטוריה ו התעלמות מן ה עובדה כי יהודים נרצחו על ידי ערבים עוד לפני ש הוקמה ה מדינה', 'הפיכת ה מדינה ה יהודית ו ה דמוקרטית ל מדינת כל אזרחיה', 'אם ל ה מישהו מן אתם נותר אתמול ספק מדוע העברתי את חוק ה לאום ב וועדת ה שרים', 'מגיעה היום חכ סלימאן ו מסירה את הוא']","[0, 0, 0, 0, 0, 3, 0]","[2, 2, 2, 2, 2, 1, 2]"
זאב אלקין,הליכוד,"7 במאי 2017, 15:51","['זו לא פעם ראשונה ש ב ה רשימה ה משותפת מנסים להסית ציבור ב ה ציבור', 'מ זה הם חיים ו זה עיקר סוד ה קיום של ה מפלגה ה זאת', 'הם לא מקבלים את עצם היותה של מדינת ישראל מדינה יהודית ש זה ה בסיס הכי חשוב של מגילת ה עצמאות', 'האזינו ל ה דברים ש אמרתי ב נושא חוק ה לאום ו עוד ב ה יומן ה ערב ב ה רשת ב']","[0, 0, 0, 3]","[2, 2, 2, 0]"
יריב לוין,הליכוד,"7 במאי 2017, 09:47","['היום החלטתי לשים סוף ל גרירת ה רגליים', 'לפני זמן קצר העברתי ב וועדת ה שרים ל ה חקיקה את הצעת חוק ה לאום', 'זמן רב מדי ש אנו מנסים ל דון ו לקבל החלטה לגבי חוק כל כך בסיסי', 'ש לא ברור איך לא עוגן ב ה חקיקה עד כה', 'מטרתו ה פשוטה להגן על מעמדה של ישראל כ מדינתו של ה עם ה יהודי', 'ה הצעה תקודם ו תוכן כ הצעה ממשלתית עוד ב ה מושב ה כנסת ה נוכחי', 'אני מצפה מ כל סיעות ה בית ה ציוניות לתמוך ב היא']","[0, 3, 3, 3, 3, 3, 0]","[2, 1, 1, 1, 1, 1, 2]"
בנימין נתניהו,הליכוד,"29 בנובמבר 2015, 10:37","['אני שומע את ה קולות ש עולים נגד ה החלטה ש ל אנחנו להוציא את ה פלג ה צפוני של ה תנועה ה אסלאמית אל מ חוץ ל ה חוק', 'זה לא ישנה את ה החלטה של אנחנו ב ה מילימטר', 'אנחנו דבקים ב ה החלטה ה זאת', 'כמו ש אנחנו דבקים ב העברת חוק ה לאום ש יסדיר ב צורה ברורה את היותה של ישראל מדינה יהודית ו דמוקרטית', 'מדינת ה לאום של ה עם ה יהודי', 'אנחנו מתחילים לקדם את חקיקת חוק ה לאום', 'עומר מירון ו איתמר ב וטון']","[0, 0, 0, 3, 0, 3, 0]","[2, 2, 2, 1, 2, 1, 2]"
גלעד ארדן,הליכוד,"28 בנובמבר 2014, 10:49","['זו ה שורה ה תחתונה', 'יש איום על מדינת ישראל', 'יש איום על זהותה ה יהודית של מדינת ישראל', 'אני רואה את ה איום ה זה כל ה זמן', 'הוא מתרחש כל יום', 'ב ה כנסת ו ב בתי ה משפט', 'בין אם זה כאשר מאתגרים את המנון ה מדינה ו רוצים לשנותו', 'ו בין אם זה כש יש מי ש יוצא נגד ייהוד של ה גליל ו ה נגב', 'מ בחינת ה מתנגדים ל ייהוד ה נגב ו ה גליל', 'מדובר ב קמפיין גזעני', 'כי הם רוצים ש ב ה עתיד תהיה אוטונומיה ערבית ב ה גליל ו ב ה נגב', 'חוק ה לאום חשוב כדי לעצור את ה כרסום ה מתמשך ש יש ב ה מעמדנו כ מדינה יהודית', 'אמנם התקשורת צינית כלפי ה חוק ה זה ו אומרת ש אין ב ה אמת סכנה', 'אבל נו טוב', 'היא הייתה צינית גם כש ה זהרנו מאוסלו ו מ ה התנתקות', 'אני אמשיך להיאבק על חיזוק זהותה של ישראל כ מדינתו של ה עם ה יהודי', 'ו על זכויות פרט שוות ל ה כולם', 'זכויות לאומיות ב ישראל יהיו רק ל ה עם ה יהודי', 'ש בת שלום']","[0, 3, 3, 3, 3, 3, 3, 3, 0, 0, 0, 3, 3, 0, 0, 3, 3, 3, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 1, 0, 2, 2, 1, 1, 1, 2]"
בנימין נתניהו,הליכוד,"26 בנובמבר 2014, 18:09","['ראש ה ממשלה בנימין נתניהו היום ב מליאת הכנסת', 'אני מבין למה ה חמאס מתנגד ל ה חוק ה לאום', 'אבל אני לא יכול להבין למה מ טובי ידידיי מתנגדים ל חוק ה לאום ה זה', 'למרות זאת', 'אני נחוש לקדם את חוק ה לאום ב ה נוסח ש אני אביא', 'כי לנגד עיניי עומדת מטרה אחת', 'להבטיח את קיומו ו עתידו של ה עם ה יהודי ב ארצו']","[2, 3, 3, 0, 3, 0, 3]","[0, 0, 1, 2, 1, 2, 1]"
מירי רגב,הליכוד,"23 בנובמבר 2014, 15:32","['אני שמחה לבשר ל אתם על שתי הצעות חוק ש עברו היום', 'חוק ה לאום', 'ש גם אני שותפה ל הוא', 'חוק זה הוא חשוב', 'ב כך ש סוף סוף נעגן ב ה חקיקה את עצם היותנו ה מדינה ה יהודית', 'עד ה יום ה היבטים ה דמוקרטים גברו על ערך ה מדינה ה יהודית', 'ו על כן חוק זה יתקן את ה מעוות', 'הצעת חוק ה מחייבת נוכחות נציג ממשלה ב ה הלוויה או ב ניחום אבלים של חלל כוחות ה ביטחון ו ה הצלה', 'ה הצעה עברה ל ועדת טקסים ו סמלים', 'ו זו בתוך חודש אמורה לגבש הצעה ל ה ישום חוק זה', 'ש יהיה לכולנו בשורות טובות ו חודש טוב']","[0, 3, 3, 3, 3, 3, 3, 0, 0, 0, 0]","[2, 0, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
איילת שקד,הימין החדש,"23 בנובמבר 2014, 13:17","['חוק ה לאום עבר ב ה ממשלה', 'תודה ל ה חכ לוין', 'אילטוב ו אלקין', 'שותפי ל ה דרך', 'ה שרים ה מתנגדים טוענים ש צריך לערוך דיון ציבורי מקיף', 'אני הסכים את היא ל ה גמריי', 'דיון כ ה זה החל לפני שלוש שנים', 'ה גרסה ש אושרה היא ב ה סיס', 'יתבצעו ב חוק שינויים ו ה מקום לעשות זאת הוא ב ועדות ב ה כנסת', 'בדיוק בשביל זה יש הליך פרלמנטרי מסודר ו ארוך', 'כדי ש כל חברי הכנסת והציבור יוכלו להכניס ב הוא שינויים', 'ל ה חוק דרושה הסכמה רחבה', 'לגבי ה טענה ש אין ל ה חוקק חוק מהותי כל כך ב חקיקה פרטית אבקש להזכיר כי חוקי ה יסוד חוקיסוד', 'חופש ה עיסוק ו חוק יסוד', 'כבוד ה אדם ו חירותו', 'ב ה הם הן בית ה משפט ו הן ה יועמש עושים שימוש כמעט יומיומי ו אשר קיבלו מעמד על חוקי ב מדרג ה חקיקה', 'נחקקו שניהם כ חקיקה פרטית של חכ אמנון רובינשטיין אשר היה חבר ב ה אופוזיציה']","[3, 0, 0, 0, 3, 3, 3, 3, 3, 0, 3, 3, 3, 0, 0, 0, 0]","[0, 2, 2, 2, 0, 0, 0, 0, 0, 2, 0, 1, 0, 2, 2, 2, 2]"
